FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
131861		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M11 (other crystal arthropathies)	Categorical single
131862					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M12 first reported (other specific arthropathies)	Date
131863		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M12 (other specific arthropathies)	Categorical single
131864					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M13 first reported (other arthritis)	Date
131865		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M13 (other arthritis)	Categorical single
131866					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M14 first reported (arthropathies in other diseases classified elsewhere)	Date
131867		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M14 (arthropathies in other diseases classified elsewhere)	Categorical single
131868					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M15 first reported (polyarthrosis)	Date
131869		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M15 (polyarthrosis)	Categorical single
131870					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M16 first reported (coxarthrosis [arthrosis of hip])	Date
131871		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M16 (coxarthrosis [arthrosis of hip])	Categorical single
131872					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M17 first reported (gonarthrosis [arthrosis of knee])	Date
131873		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M17 (gonarthrosis [arthrosis of knee])	Categorical single
131874					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M18 first reported (arthrosis of first carpometacarpal joint)	Date
131875		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M18 (arthrosis of first carpometacarpal joint)	Categorical single
131876					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M19 first reported (other arthrosis)	Date
131877		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M19 (other arthrosis)	Categorical single
131878					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M20 first reported (acquired deformities of fingers and toes)	Date
131879		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M20 (acquired deformities of fingers and toes)	Categorical single
131880					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M21 first reported (other acquired deformities of limbs)	Date
131881		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M21 (other acquired deformities of limbs)	Categorical single
131882					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M22 first reported (disorders of patella)	Date
131883		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M22 (disorders of patella)	Categorical single
131884					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M23 first reported (internal derangement of knee)	Date
131885		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M23 (internal derangement of knee)	Categorical single
131886					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M24 first reported (other specific joint derangements)	Date
131887		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M24 (other specific joint derangements)	Categorical single
131888					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Date M25 first reported (other joint disorders, not elsewhere classified)"	Date
131889		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Source of report of M25 (other joint disorders, not elsewhere classified)"	Categorical single
131890					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M30 first reported (polyarteritis nodosa and related conditions)	Date
131891		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M30 (polyarteritis nodosa and related conditions)	Categorical single
131892					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M31 first reported (other necrotising vasculopathies)	Date
131893		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M31 (other necrotising vasculopathies)	Categorical single
131894					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M32 first reported (systemic lupus erythematosus)	Date
131895		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M32 (systemic lupus erythematosus)	Categorical single
131896					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M33 first reported (dermatopolymyositis)	Date
131897		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M33 (dermatopolymyositis)	Categorical single
131898					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M34 first reported (systemic sclerosis)	Date
131899		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M34 (systemic sclerosis)	Categorical single
131900					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M35 first reported (other systemic involvement of connective tissue)	Date
131901		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M35 (other systemic involvement of connective tissue)	Categorical single
131902					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M36 first reported (systemic disorders of connective tissue in diseases classified elsewhere)	Date
131903		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M36 (systemic disorders of connective tissue in diseases classified elsewhere)	Categorical single
131904					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M40 first reported (kyphosis and lordosis)	Date
131905		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M40 (kyphosis and lordosis)	Categorical single
131906					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M41 first reported (scoliosis)	Date
131907		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M41 (scoliosis)	Categorical single
131908					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M42 first reported (spinal osteochondrosis)	Date
131909		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M42 (spinal osteochondrosis)	Categorical single
131910					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M43 first reported (other deforming dorsopathies)	Date
131911		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M43 (other deforming dorsopathies)	Categorical single
131912					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M45 first reported (ankylosing spondylitis)	Date
131913		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M45 (ankylosing spondylitis)	Categorical single
131914					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M46 first reported (other inflammatory spondylopathies)	Date
131915		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M46 (other inflammatory spondylopathies)	Categorical single
131916					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M47 first reported (spondylosis)	Date
131917		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M47 (spondylosis)	Categorical single
131918					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M48 first reported (other spondylopathies)	Date
131919		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M48 (other spondylopathies)	Categorical single
131920					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M49 first reported (spondylopathies in diseases classified elsewhere)	Date
131921		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M49 (spondylopathies in diseases classified elsewhere)	Categorical single
131922					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M50 first reported (cervical disk disorders)	Date
131923		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M50 (cervical disk disorders)	Categorical single
131924					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M51 first reported (other intervertebral disk disorders)	Date
131925		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M51 (other intervertebral disk disorders)	Categorical single
131926					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Date M53 first reported (other dorsopathies, not elsewhere classified)"	Date
131927		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Source of report of M53 (other dorsopathies, not elsewhere classified)"	Categorical single
131928					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M54 first reported (dorsalgia)	Date
131929		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M54 (dorsalgia)	Categorical single
131930					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M60 first reported (myositis)	Date
131931		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M60 (myositis)	Categorical single
131932					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M61 first reported (calcification and ossification of muscle)	Date
131933		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M61 (calcification and ossification of muscle)	Categorical single
131934					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M62 first reported (other disorders of muscle)	Date
131935		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M62 (other disorders of muscle)	Categorical single
131936					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M63 first reported (disorders of muscle in diseases classified elsewhere)	Date
131937		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M63 (disorders of muscle in diseases classified elsewhere)	Categorical single
131938					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M65 first reported (synovitis and tenosynovitis)	Date
131939		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M65 (synovitis and tenosynovitis)	Categorical single
131940					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M66 first reported (spontaneous rupture of synovium and tendon)	Date
131941		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M66 (spontaneous rupture of synovium and tendon)	Categorical single
131942					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M67 first reported (other disorders of synovium and tendon)	Date
131943		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M67 (other disorders of synovium and tendon)	Categorical single
131944					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M68 first reported (disorders of synovium and tendon in diseases classified elsewhere)	Date
131945		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M68 (disorders of synovium and tendon in diseases classified elsewhere)	Categorical single
131946					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Date M70 first reported (soft tissue disorders related to use, overuse and pressure)"	Date
131947		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Source of report of M70 (soft tissue disorders related to use, overuse and pressure)"	Categorical single
131948					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M71 first reported (other bursopathies)	Date
131949		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M71 (other bursopathies)	Categorical single
131950					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M72 first reported (fibroblastic disorders)	Date
131951		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M72 (fibroblastic disorders)	Categorical single
131952					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M73 first reported (soft tissue disorders in diseases classified elsewhere)	Date
131953		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M73 (soft tissue disorders in diseases classified elsewhere)	Categorical single
131954					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M75 first reported (shoulder lesions)	Date
131955		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M75 (shoulder lesions)	Categorical single
131956					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Date M76 first reported (enthesopathies of lower limb, excluding foot)"	Date
131957		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Source of report of M76 (enthesopathies of lower limb, excluding foot)"	Categorical single
131958					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M77 first reported (other enthesopathies)	Date
131959		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M77 (other enthesopathies)	Categorical single
131960					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Date M79 first reported (other soft tissue disorders, not elsewhere classified)"	Date
131961		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Source of report of M79 (other soft tissue disorders, not elsewhere classified)"	Categorical single
131962					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M80 first reported (osteoporosis with pathological fracture)	Date
131963		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M80 (osteoporosis with pathological fracture)	Categorical single
131964					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M81 first reported (osteoporosis without pathological fracture)	Date
131965		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M81 (osteoporosis without pathological fracture)	Categorical single
131966					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M82 first reported (osteoporosis in diseases classified elsewhere)	Date
131967		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M82 (osteoporosis in diseases classified elsewhere)	Categorical single
131968					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M83 first reported (adult osteomalacia)	Date
131969		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M83 (adult osteomalacia)	Categorical single
131970					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M84 first reported (disorders of continuity of bone)	Date
131971		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M84 (disorders of continuity of bone)	Categorical single
131972					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M85 first reported (other disorders of bone density and structure)	Date
131973		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M85 (other disorders of bone density and structure)	Categorical single
131974					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M86 first reported (osteomyelitis)	Date
131975		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M86 (osteomyelitis)	Categorical single
131976					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M87 first reported (osteonecrosis)	Date
131977		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M87 (osteonecrosis)	Categorical single
131978					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M88 first reported (paget's disease of bone [osteitis deformans])	Date
131979		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M88 (paget's disease of bone [osteitis deformans])	Categorical single
131980					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M89 first reported (other disorders of bone)	Date
131981		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M89 (other disorders of bone)	Categorical single
131982					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M90 first reported (osteopathies in diseases classified elsewhere)	Date
131983		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M90 (osteopathies in diseases classified elsewhere)	Categorical single
131984					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M91 first reported (juvenile osteochondrosis of hip and pelvis)	Date
131985		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M91 (juvenile osteochondrosis of hip and pelvis)	Categorical single
131986					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M92 first reported (other juvenile osteochondrosis)	Date
131987		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M92 (other juvenile osteochondrosis)	Categorical single
131988					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M93 first reported (other osteochondropathies)	Date
131989		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M93 (other osteochondropathies)	Categorical single
131990					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M94 first reported (other disorders of cartilage)	Date
131991		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M94 (other disorders of cartilage)	Categorical single
131992					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Date M95 first reported (other acquired deformities of musculoskeletal system and connective tissue)	Date
131993		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	Source of report of M95 (other acquired deformities of musculoskeletal system and connective tissue)	Categorical single
131994					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Date M96 first reported (postprocedural musculoskeletal disorders, not elsewhere classified)"	Date
131995		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Source of report of M96 (postprocedural musculoskeletal disorders, not elsewhere classified)"	Categorical single
131996					BINARY		Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Date M99 first reported (biomechanical lesions, not elsewhere classified)"	Date
131997		YES-PROCESSING					Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	2413	"Source of report of M99 (biomechanical lesions, not elsewhere classified)"	Categorical single
131998					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N00 first reported (acute nephritic syndrome)	Date
131999		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N00 (acute nephritic syndrome)	Categorical single
132000					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N01 first reported (rapidly progressive nephritic syndrome)	Date
132001		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N01 (rapidly progressive nephritic syndrome)	Categorical single
132002					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N02 first reported (recurrent and persistent haematuria)	Date
132003		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N02 (recurrent and persistent haematuria)	Categorical single
132004					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N03 first reported (chronic nephritic syndrome)	Date
132005		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N03 (chronic nephritic syndrome)	Categorical single
132006					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N04 first reported (nephrotic syndrome)	Date
132007		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N04 (nephrotic syndrome)	Categorical single
132008					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N05 first reported (unspecified nephritic syndrome)	Date
132009		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N05 (unspecified nephritic syndrome)	Categorical single
132010					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N06 first reported (isolated proteinuria with specified morphological lesion)	Date
132011		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N06 (isolated proteinuria with specified morphological lesion)	Categorical single
132012					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	"Date N07 first reported (hereditary nephropathy, not elsewhere classified)"	Date
132013		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	"Source of report of N07 (hereditary nephropathy, not elsewhere classified)"	Categorical single
132014					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N08 first reported (glomerular disorders in diseases classified elsewhere)	Date
132015		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N08 (glomerular disorders in diseases classified elsewhere)	Categorical single
132016					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N10 first reported (acute tubulo-interstitial nephritis)	Date
132017		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N10 (acute tubulo-interstitial nephritis)	Categorical single
132018					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N11 first reported (chronic tubulo-interstitial nephritis)	Date
132019		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N11 (chronic tubulo-interstitial nephritis)	Categorical single
132020					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	"Date N12 first reported (tubulo-interstitial nephritis, not specified as acute or chronic)"	Date
132021		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	"Source of report of N12 (tubulo-interstitial nephritis, not specified as acute or chronic)"	Categorical single
132022					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N13 first reported (obstructive and reflux uropathy)	Date
132023		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N13 (obstructive and reflux uropathy)	Categorical single
132024					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N14 first reported (drug- and heavy-metal-induced tubulo-interstitial and tubular conditions)	Date
132025		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N14 (drug- and heavy-metal-induced tubulo-interstitial and tubular conditions)	Categorical single
132026					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N15 first reported (other renal tubulo-interstitial diseases)	Date
132027		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N15 (other renal tubulo-interstitial diseases)	Categorical single
132028					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N16 first reported (renal tubulo-interstitial disorders in diseases classified elsewhere)	Date
132029		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N16 (renal tubulo-interstitial disorders in diseases classified elsewhere)	Categorical single
132030					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N17 first reported (acute renal failure)	Date
132031		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N17 (acute renal failure)	Categorical single
132032					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N18 first reported (chronic renal failure)	Date
132033		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N18 (chronic renal failure)	Categorical single
132034					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N19 first reported (unspecified renal failure)	Date
132035		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N19 (unspecified renal failure)	Categorical single
132036					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N20 first reported (calculus of kidney and ureter)	Date
132037		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N20 (calculus of kidney and ureter)	Categorical single
132038					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N21 first reported (calculus of lower urinary tract)	Date
132039		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N21 (calculus of lower urinary tract)	Categorical single
132040					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N22 first reported (calculus of urinary tract in diseases classified elsewhere)	Date
132041		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N22 (calculus of urinary tract in diseases classified elsewhere)	Categorical single
132042					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N23 first reported (unspecified renal colic)	Date
132043		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N23 (unspecified renal colic)	Categorical single
132044					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N25 first reported (disorders resulting from impaired renal tubular function)	Date
132045		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N25 (disorders resulting from impaired renal tubular function)	Categorical single
132046					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N26 first reported (unspecified contracted kidney)	Date
132047		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N26 (unspecified contracted kidney)	Categorical single
132048					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N27 first reported (small kidney of unknown cause)	Date
132049		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N27 (small kidney of unknown cause)	Categorical single
