coding	meaning
1141164760	marevan 0.5mg tablet
1141164788	angitak 1.25mg spray
1141164828	adcal-d3 1.5g/10micrograms chewable tablet
1141164834	klaricid 250mg/5ml paediatric suspension
1141164836	eucerin 10% cream
1141164872	sinemet-62.5 tablet
1141164874	nurofen gel
1141165028	artelac 0.32% single-use eye drops
1141165244	rofecoxib
1141165252	vioxx 12.5mg tablet
1141165254	vioxx 25mg tablet
1141165312	vioxx 12.5mg/5ml oral suspension
1141165314	vioxx 25mg/5ml oral suspension
1141165318	cetrorelix
1141165324	cetrotide 0.25mg injection (pdr for recon)+solvent
1141165408	virazole 6g inhalation (pdr for recon)
1141165410	ancotil 2.5g/250ml intravenous infusion
1141165470	felodipine+ramipril
1141165476	triapin mite 2.5mg/2.5mg tablet
1141165502	paranorm cough syrup
1141165512	kapake capsule
1141165514	rebetol 200mg capsule
1141165518	efavirenz
1141165526	sustiva 50mg capsule
1141165528	sustiva 100mg capsule
1141165530	sustiva 200mg capsule
1141165546	rebif 12million iu/0.5ml prefilled syringe
1141165548	physeptone 20mg/2ml injection
1141165550	physeptone 35mg/3.5ml injection
1141165552	physeptone 50mg/5ml injection
1141165554	physeptone 1mg/1ml s/f mixture
1141165556	physeptone 1mg/1ml mixture
1141165560	otraspray adult formula 0.1% nasal spray
1141165574	galprofen 100mg/5ml oral suspension
1141165702	dextrose 40% oral gel
1141165754	librofem 200mg tablet
1141165852	abacavir
1141165858	ziagen 300mg tablet
1141165860	ziagen 20mg/ml oral solution
1141165868	zydol xl 150mg m/r tablet
1141165870	zydol xl 200mg m/r tablet
1141165876	zydol xl 300mg m/r tablet
1141165878	zydol xl 400mg m/r tablet
1141165932	roferon-a 18million iu/0.6ml cartridge
1141165942	calcette 500mg chewable tablet
1141166002	privacom 500mg pessary
1141166006	telmisartan
1141166086	rennie duo oral suspension
1141166116	neutratop 0.75% gel
1141166128	quinupristin+dalfopristin
1141166132	synercid infusion (pdr for recon)
1141166168	zanamivir
1141166176	relenza 5mg/blister disks+diskhaler
1141166188	zeffix 5mg/1ml oral solution
1141166192	zeffix 100mg tablet
1141166196	etonogestrel
1141166200	implanon 68mg subdermal implant
1141166264	spasmonal fibre granules 500g
1141166288	viralief 5% cream
1141166294	leflunomide
1141166302	arava 10mg tablet
1141166304	arava 20mg tablet
1141166306	arava 100mg tablet
1141166346	promictuline 2.5mg tablet
1141166354	testoderm 6mg/24hours transdermal patch
1141166356	viramune 50mg/5ml oral suspension
1141166366	ethinyloestradiol+gestodene 20micrograms/75micrograms tablet
1141166368	femodette tablet
1141166454	acticin 0.025% cream
1141166472	brevoxyl 4% cream
1141166498	lomefloxacin
1141166502	okacyn 0.3% eye drops
1141166508	ranitic 150mg tablet
1141166514	pickles ointment
1141166524	rimexolone
1141166528	vexol 1% eye drops
1141166534	palivizumab
1141166572	wartex ointment
1141166600	amidox 100mg tablet
1141166746	capsaicin 0.025% cream
1141166748	zacin 0.025% cream
1141166752	coroday mr 20mg m/r tablet
1141166768	lamivudine+zidovudine
1141166772	combivir tablet
1141166848	dexa-rhinaspray duo aqueous nasal spray
1141166858	chemydur 60xl m/r tablet
1141166864	introna 25million iu/2.5ml injection solution
1141166866	virasorb cold sore 5% cream
1141166884	famvir 500mg tablet
1141166888	cysteamine
1141166892	cystagon 50mg capsule
1141166930	claforan 1g infusion (pdr for recon) vial with connector
1141166932	claforan 2g infusion (pdr for recon) vial with connector
1141166956	eryacne 2 topical gel
1141166960	eryacne 4 topical gel
1141166998	imodium plus 2mg/125mg chewable tablet
1141167014	nevirapine
1141167020	viramune 200mg tablet
1141167026	caspac xl 162.5mg m/r capsule
1141167038	rozex 0.75% cream
1141167096	loperamide hydrochloride+simethicone
1141167108	froop co 5mg/40mg tablet
1141167120	tramake insts 50mg/sachet powder
1141167122	tramake insts 100mg/sachet powder
1141167140	exorex lotion
1141167174	tramazoline hydrochloride+dexamethasone isonicotinate
1141167178	efamast 40 capsule
1141167206	oestrogel 0.06% gel
1141167252	pinadone 1mg/1ml mixture
1141167254	pinadone 1mg/1ml s/f mixture
1141167308	phosex 1g tablet
1141167334	colofac-100 tablet
1141167400	docusol 12.5mg/5ml paediatric solution
1141167418	rantec 150mg tablet
1141167426	rheumatac retard 75mg m/r tablet
1141167430	lanreotide
1141167490	somatuline la 30mg injection (pdr)+diluent+syringe
1141167508	cidomycin 0.3% ointment
1141167594	qvar 50 inhaler
1141167608	achromycin 3% ointment
1141167610	cidomycin 0.3% cream
1141167618	rebif 6million iu/0.5ml prefilled syringe
1141167624	nelfinavir
1141167632	viracept 250mg tablet
1141167634	viracept 50mg/1g oral powder
1141167678	pharmaton capsule
1141167690	rivastigmine
1141167700	exelon 1.5mg capsule
1141167708	beclomist 50micrograms nasal spray
1141167744	neoral 10mg capsule
1141167748	solpadeine max tablet
1141167758	hyteneze 12.5 tablet
1141167814	imiquimod
1141167822	tensopril 12.5mg tablet
1141167832	zemtard 120 xl m/r capsule
1141167844	dipyridamole+aspirin
1141167848	asasantin retard m/r capsule
1141167860	teril cr 200mg m/r tablet
1141167876	aldara 5% cream
1141167932	rizatriptan
1141167940	maxalt 5mg tablet
1141167976	zyprexa 2.5mg tablet
1141167982	mil-par suspension
1141167990	oilatum fragrance free liquid bath additive
1141168108	isotard 25xl m/r tablet
1141168116	refresh 1.4% ophthalmic solution
1141168122	solpadol capsule
1141168270	cefprozil
1141168318	clopidogrel
1141168322	plavix 75mg tablet
1141168324	oestradiol+norethisterone acetate 1mg/0.5mg tablet
1141168326	kliovance 1mg/0.5mg tablet
1141168330	cefzil 250mg tablet
1141168332	cefzil 500mg tablet
1141168334	cefzil 250mg/5ml oral suspension
1141168340	zafirlukast
1141168344	accolate 20mg tablet
1141168372	zithromax 500mg tablet
1141168374	dermol 200 shower emollient
1141168396	doxepin hydrochloride 5% cream
1141168398	xepin 5% cream
1141168436	tiagabine
1141168444	gabitril 5mg tablet
1141168498	eucardic 3.125 tablet
1141168554	migraleve tablet
1141168560	alvedon 250mg suppository
1141168562	alvedon 60mg suppository
1141168568	bezagen xl 400mg m/r tablet
1141168574	raloxifene hydrochloride
1141168578	evista 60mg tablet
1141168584	rabeprazole sodium
1141168590	pariet 10mg e/c tablet
1141168646	panadol extra tablet
1141168648	solpadeine tablet
1141168650	solpadeine capsule
1141168652	ketpron xl 100mg m/r capsule
1141168660	repaglinide
1141168668	novonorm 0.5mg tablet
1141168680	orlistat
1141168684	xenical 120mg capsule
1141168692	bazuka extra strength gel
1141168702	mobic 7.5mg suppository
1141168714	propiverine hydrochloride
1141168718	detrunorm 15mg tablet
1141168752	peptac liquid
1141168788	folicare 400micrograms/5ml s/f oral solution
1141168794	kapake insts 500mg/30mg/sachet powder
1141168814	lithium succinate 8% cream
1141168816	efalith 8% cream
1141168822	clarithromy tab+lansoprazole cap+amoxy cap 500/30/500mg pack
1141168824	heliclear triple pack
1141168848	rinstead contact pastille
1141168936	sildenafil
1141168944	viagra 25mg tablet
1141168946	viagra 50mg tablet
1141168948	viagra 100mg tablet
1141168964	betinex 1mg tablet
1141169026	paracetamol+diphenhydramine hcl 120/12.5mg/5ml s/f oral soln
1141169028	dozol sugar free syrup
1141169088	frusol 20mg/5ml s/f oral solution
1141169096	ethimil mr 240 m/r tablet
1141169210	mandanol 500mg tablet
1141169416	nicef 250mg capsule
1141169418	nicef 500mg capsule
1141169472	ibumousse 5% foam
1141169498	combitens m/r capsule
1141169504	diaglyk 80mg tablet
1141169516	dorzolamide+timolol
1141169520	cosopt 2%/0.5% eye drops
1141169526	piroxicam-beta-cyclodextrin
1141169530	brexidol 20mg tablet
1141169666	zelapar 1.25mg tablet
1141169674	viraferon 25million iu/1ml prefilled pen
1141169692	kapake insts 1000mg/60mg/sachet powder
1141169694	difflam sore throat 0.15% oral rinse
1141169700	entacapone
1141169704	comtess 200mg tablet
1141169710	vertab sr 240 m/r tablet
1141169714	zotepine
1141169722	zoleptil 25mg tablet
1141169730	nifopress retard 20mg m/r tablet
1141169802	ketil cr 100mg m/r capsule
1141169808	tixymol 120mg/5ml s/f suspension
1141169828	sevredol 20mg/ml concentrated oral solution
1141169844	dexamethasone+hypromellose 0.1%/0.5% eye drops
1141170180	synagis 50mg injection (pdr for recon)+solvent
1141170182	synagis 100mg injection (pdr for recon)+solvent
1141170186	doxylar 50mg capsule
1141170264	soltamox 10mg/5ml s/f oral solution
1141170278	strefen 8.75mg lozenge
1141170456	abelcet 50mg/10ml intravenous infusion
1141170516	daktarin dual action 0.16% powder spray
1141170530	medised infant oral solution
1141170534	zyomet 0.75% gel
1141170540	strepsils cough lozenge
1141170544	capto-co 25mg/12.5mg tablet
1141170586	normasol twist topical liquid
1141170628	forcaltonin 100iu/1ml injection
1141170682	isodur 25xl m/r capsule
1141170768	urea 10% lotion
1141170770	eucerin 10% lotion
1141170824	flexin continus 25mg m/r tablet
1141170844	liquid paraffin product
1141170848	mercuric oxide product
1141170850	nitrophenol product
1141170866	felicium 20mg capsule
1141170870	pralenal 2.5mg tablet
1141170964	oxynorm 10mg capsule
1141170966	oxynorm 20mg capsule
1141170972	oxynorm 5mg/5ml liquid
1141170974	oxynorm 10mg/ml concentrate liquid
1141170988	podophyllotoxin product
1141170990	strychnine product
1141171002	tobi 300mg/5ml nebuliser solution
1141171010	lysovir 100mg capsule
1141171028	crixivan 333mg capsule
1141171032	actal pastils
1141171038	oxycodone hydrochloride
1141171048	oxycontin 10mg m/r tablet
1141171050	oxycontin 20mg m/r tablet
1141171052	oxycontin 40mg m/r tablet
1141171054	oxycontin 80mg m/r tablet
1141171066	oxynorm 5mg capsule
1141171100	exemestane
1141171104	aromasin 25mg tablet
1141171116	dromadol sr 100mg m/r tablet
1141171118	dromadol sr 150mg m/r tablet
1141171120	dromadol sr 200mg m/r tablet
1141171124	dromadol sr 75mg m/r tablet
1141171152	cardicor 1.25mg tablet
1141171242	prograf 0.5mg capsule
1141171336	eprosartan
1141171344	teveten 300mg tablet
1141171364	reviparin
1141171374	clivarine 1432iu/0.25ml prefilled syringe
1141171404	zaleplon
1141171410	sonata 5mg capsule
1141171428	dreemon 25mg tablet
1141171482	reminyl 4mg tablet
1141171496	trospium
1141171502	regurin 20mg tablet
1141171508	vivazide 80mg tablet
1141171536	ganirelix
1141171540	orgalutran 0.25mg/0.5ml prefilled syringe
1141171548	zimbacol xl 400mg m/r tablet
1141171562	amiclav 250mg/125mg tablet
1141171566	carbagen sr 200mg m/r tablet
1141171578	galantamine
1141171600	videx ec 125mg e/c capsule
1141171602	videx ec 200mg e/c capsule
1141171610	virormone 5mg/24hours transdermal patch
1141171612	erythromycin+tretinoin 4%/0.025% topical solution
1141171614	aknemycin plus solution
1141171646	pioglitazone
1141171652	actos 15mg tablet
1141171656	videx ec 250mg e/c capsule
1141171658	videx ec 400mg e/c capsule
1141171672	sudafed dual relief capsule
1141171726	xenazine 25 tablet
1141171730	deferiprone
1141171732	pegintron 50micrograms injection (pdr for recon)+solvent
1141171736	pegintron 80micrograms injection (pdr for recon)+solvent
1141171740	pegintron 100micrograms injection (pdr for recon)+solvent
1141171744	pegintron 120micrograms injection (pdr for recon)+solvent
1141171746	pegintron 150micrograms injection (pdr for recon)+solvent
1141171788	ferriprox 500mg tablet
1141171798	apo-go 20mg/2ml injection
1141171804	zildil sr 60mg m/r capsule
1141171824	thaden 25mg capsule
1141171932	levetiracetam
1141171940	keppra 250mg tablet
1141171948	adcal 600mg chewable tablet
1141172120	periostat 20mg capsule
1141172148	ergocalciferol 7.5mg(300,000units)/1ml injection
1141172152	amprenavir
1141172160	agenerase 50mg capsule
1141172162	agenerase 150mg capsule
1141172164	agenerase 15mg/ml oral solution
1141172214	supralip 160mg m/r tablet
1141172224	acidex oral suspension
1141172238	canesten -1 500mg vaginal tablet
1141172240	canesten 500mg pessary
1141172242	viraferonpeg 120micrograms injection (pdr for recon)+solvent
1141172298	sst tablet
1141172320	the 50:50 ointment
1141172436	indivina 1mg/2.5mg tablet
1141172484	interferon alfa
1141172486	interferon beta
1141172488	interferon gamma
1141172492	micardis 20mg tablet
1141172554	feprapax 70mg tablet
1141172616	glatiramer
1141172620	copaxone 20mg injection (pdr for recon)
1141172628	almogran 12.5mg tablet
1141172676	fludara 10mg tablet
1141172682	irbesartan+hydrochlorothiazide 150mg/12.5mg tablet
1141172686	coaprovel 150mg/12.5mg tablet
1141172698	monomax xl 60mg m/r tablet
1141172702	abacavir+lamivudine+zidovudine
1141172704	trizivir tablet
1141172714	climanor 5mg tablet
1141172722	levonelle 750micrograms tablet
1141172728	almotriptan
1141172742	syprol 5mg/5ml oral solution
1141172758	as saliva orthana spray
1141172838	depakote 250mg e/c tablet
1141172876	actiq 200micrograms lozenge
1141172878	actiq 400micrograms lozenge
1141172880	actiq 600micrograms lozenge
1141172882	actiq 800micrograms lozenge
1141172910	lamisil at 1% cream
1141172918	celluvisc 1% single-use eye drops
1141172924	desloratadine
1141172928	neoclarityn 5mg tablet
1141172936	actiq 1200micrograms lozenge
1141172938	actiq 1600micrograms lozenge
1141172954	linezolid
1141172958	zyvox 600mg tablet
1141172966	propain caplet
1141172970	zyvox 600mg/300ml infusion solution
1141173030	capecitabine
1141173034	xeloda 150mg tablet
1141173140	entrocalm 2mg capsule
1141173144	glucagen hypokit 1mg(1iu) injection
1141173186	pollenase antihistamine 4mg tablet
1141173190	rhino-syrup allergy 2mg/5ml sugar free syrup
1141173202	ranzac 75mg tablet
1141173212	benadryl plus capsule
1141173222	viraferonpeg 150micrograms injection (pdr for recon)+solvent
1141173292	histergan 2% cream
1141173328	ursodeoxycholic acid
1141173342	folinic acid
1141173346	cortisone
1141173348	hydroxocobalamin
1141173406	tegafur+uracil
1141173410	uftoral 100mg/224mg capsule
1141173416	histergan 25mg tablet
1141173430	do-do chesteze tablet
1141173434	tixycolds syrup
1141173444	dulco-lax 2.5mg perles
1141173504	pennsaid 1.5% topical solution
1141173524	povidone mouthwash
1141173526	polyvinylpyrrolidone mouthwash
1141173528	aloclair mouthwash
1141173532	polyvinylpyrrolidone
1141173534	povidone+sodium hyaluronate oral gel
1141173536	gelclair 15ml/sachet oral gel
1141173572	night nurse oral solution
1141173574	night nurse capsule
1141173616	robitussin dry cough medicine liquid
1141173638	polyvinylpyrrolidone+sodium hyaluronate oral gel
1141173698	ranclav 375mg tablet
1141173700	ranclav 625mg tablet
1141173702	ranclav 125mg/31mg s/f suspension
1141173760	ranclav 250mg/62mg s/f suspension
1141173766	calchan mr 10mg m/r tablet
1141173770	histac 150mg tablet
1141173776	ebretin 200mg capsule
1141173786	starlix 60mg tablet
1141173798	aerodiol 150micrograms nasal spray
1141173814	zoledronic acid
1141173872	cetraben cream
1141173882	nateglinide
1141173888	xismox xl 60 m/r tablet
1141173902	vivioptal capsule
1141173910	lopinavir+ritonavir
1141173916	kaletra 133.3mg/33.3mg capsule
1141173918	kaletra 400mg/100mg/5ml oral solution
1141173926	sirolimus
1141173956	oilatum junior cream
1141173960	itraconazole 250mg/25ml infusion concentrate
1141173962	sporanox iv 250mg/25ml infusion concentrate
1141174032	doublebase gel
1141174262	otrivine mu-cron tablet
1141174388	calcitriol
1141174424	solaraze 3% gel
1141174444	multi-action actifed tablet
1141174450	multi-action actifed dry coughs linctus
1141174500	sibutramine
1141174508	reductil 10mg capsule
1141174512	budesonide+eformoterol
1141174520	symbicort 100/6 turbohaler
1141174548	dexamethasone+tobramycin
1141174552	tobradex eye drops
1141174582	bifonazole
1141174586	bifonazole 1% cream
1141174588	canesten af once daily bifonazole 1% cream
1141174684	zemret 180 xl m/r capsule
1141174712	uprima 2mg sublingual tablet
1141174718	cibral 10mg tablet
1141174756	oxactin 20mg capsule
1141175192	sevelamer
1141175196	renagel 403mg capsule
1141175200	medocodene 30/500 capsule
1141175204	oxcarbazepine
1141175212	trileptal 150 tablet
1141175224	bi-carzem sr 60mg m/r capsule
1141175264	levacetylmethadol hydrochloride
1141175268	orlaam 10mg/ml oral solution
1141175272	candiden 500mg pessary
1141175274	candiden 1% cream
1141175316	ammonaps 500mg tablet
1141175410	sodium phenylbutyrate
1141175546	slomon xl 60 m/r tablet
1141175684	risedronate sodium
1141175690	actonel 5mg tablet
1141175756	migramax sachet powder
1141175766	co-cyprindiol
1141175908	liparol xl 400mg m/r tablet
1141175914	bactroban 2% cream
1141175926	videx 200mg tablet
1141175956	cymevene 500mg capsule
1141175978	benadryl skin allergy relief cream
1141176044	equasym 5mg tablet
1141176172	silgel cream
1141176278	ibugel forte 10% gel
1141176284	brinzolamide
1141176288	azopt 10mg/ml eye drops
1141176570	fosamax 5mg tablet
1141176590	piriject 10mg/1ml injection
1141176640	daktarin gold 2% cream
1141176662	celecoxib
1141176668	celebrex 100mg capsule
1141176670	celebrex 200mg capsule
1141176732	carbomers
1141176738	fomivirsen
1141176744	vitravene 1.65mg/0.25ml injection
1141176832	seretide 50 evohaler
1141176842	dexsol 2mg/5ml oral solution
1141176854	bupropion
1141176858	zyban 150mg m/r tablet
1141176864	peginterferon alfa-2b
1141176870	viraferonpeg 50micrograms injection (pdr for recon)+solvent
1141176872	viraferonpeg 80micrograms injection (pdr for recon)+solvent
1141176874	viraferonpeg 100micrograms injection (pdr for recon)+solvent
1141176878	econac 100mg suppository
1141176886	closteril 100 m/r tablet
1141176924	dromadol xl 150mg m/r tablet
1141176926	dromadol xl 200mg m/r tablet
1141176928	dromadol xl 300mg m/r tablet
1141176930	dromadol xl 400mg m/r tablet
1141176952	aveeno colloidal bath additive
1141176970	dermalo bath emollient
1141177080	ditropan xl 5mg m/r tablet
1141177150	adgyn medro 5mg tablet
1141177158	adgyn estro 2mg tablet
1141177226	adgyn combi 2mg tablet
1141177526	esomeprazole
1141177532	nexium 20mg tablet
1141177600	rosiglitazone
1141177606	avandia 4mg tablet
1141177638	ultramol soluble tablet
1141177658	menopur 75iu injection (pdr for recon)+solvent
1141177686	fersamal tablet
1141177690	nocutil 10micrograms nasal spray
1141177750	moraxen 35mg rectal tampon
1141177752	moraxen 50mg rectal tampon
1141177754	moraxen 75mg rectal tampon
1141177756	moraxen 100mg rectal tampon
1141177762	risperdal 0.5mg tablet
1141177826	micropirin 75mg e/c tablet
1141177836	ibuleve maximum strength 10% gel
1141177842	domilium 10mg tablet
1141178036	eltroxin 25micrograms tablet
1141178052	zapain caplet
1141178054	zapain capsule
1141178816	aranesp 10micrograms/0.4ml prefilled syringe
1141178858	darbepoetin alfa
1141178894	nurofen maximum strength 10% gel
1141179066	pulvinal salbutamol 200mcg breath-act dry powder inhaler
1141179072	pulvinal beclomethasone diprop 100mcg breath-act dry pdr inh
1141179688	ranovir 200mg tablet
1141179690	ranovir 400mg tablet
1141179694	ranovir 800mg tablet
1141179712	arbil mr 200mg m/r tablet
1141179734	nyogel 0.1% liquid eye gel
1141179744	clarityn allergy 2% eye drops
1141179760	zindaclin 1% gel
1141179764	tenofovir
1141179768	viread 245mg tablet
1141179818	idrolax oral powder
1141179820	drospirenone
1141179822	ethinylestradiol+drospirenone 30micrograms/3mg tablet
1141179824	yasmin tablet
1141179830	piriteze 10mg tablet
1141179842	tacrolimus monohydrate 0.03% ointment
1141179846	protopic 0.03% ointment
1141179870	diaquitte 2mg capsule
1141179874	concerta xl 18mg m/r tablet
1141179886	propecia 1mg tablet
1141179914	bimatoprost
1141179920	lumigan 0.3mg/ml eye drops
1141179924	lamisil at 1% spray
1141179928	zyvox 100mg/5ml granules for oral suspension
1141179944	galpharm hayfever and allergy relief 10mg tablet
1141179948	glycopyrrolate
1141179952	robinul 100%w/w powder
1141179954	care hayfever relief 50micrograms nasal spray
1141179974	cozaar 25mg tablet
1141179982	betamethasone+calcipotriol
1141179992	dovobet ointment
1141180012	transtec 35micrograms/hour transdermal patch
1141180016	transtec 52.5micrograms/hour transdermal patch
1141180020	transtec 70micrograms/hour transdermal patch
1141180036	fybogel orange s/f granules
1141180040	zaditen 250micrograms/ml eye drops
1141180054	artemether+lumefantrine
1141180058	riamet 20mg/120mg tablet
1141180066	anakinra
1141180070	kineret 100mg/0.67ml injection prefilled syringe
1141180076	dynastat 40mg injection (pdr for recon)
1141180078	dynastat 40mg injection (pdr for recon)+diluent
1141180094	rapamune 1mg tablet
1141180126	parecoxib
1141180140	etoricoxib
1141180148	arcoxia 60mg tablet
1141180150	arcoxia 90mg tablet
1141180152	arcoxia 120mg tablet
1141180200	silkis 3micrograms/g ointment
1141180212	escitalopram
1141180226	amoxicillin
1141180228	amoxicillin product
1141180238	horizem sr 90mg m/r capsule
1141180314	ibandronic acid
1141180320	busulfan
1141180342	beclometasone dipropionate+salbutamol
1141180368	cefradine product
1141180392	cefalexin
1141180444	butobarbital
1141180450	cefazolin
1141180462	clarithromy tab+lansoprazole cap+amoxi cap 500/30/500mg pack
1141180514	amobarbital sodium
1141180566	valganciclovir
1141180570	valcyte 450mg tablet
1141180580	progynova ts 50 50micrograms patch
1141180592	perindopril+indapamide
1141180598	coversyl plus 4mg/1.25mg tablet
1141180638	amfebutamone
1141180644	cefradine
1141180662	zirtek allergy 10mg tablet
1141180722	colestyramine+aspartame 4g/sachet powder
1141180734	colestyramine product
1141180766	novofem tablet
1141180772	triamterene+chlortalidone 50mg/50mg tablet
1141180778	atenolol+chlortalidone
1141180792	oxycontin 5mg m/r tablet
1141180936	calcium carbonate+colecalciferol 1.25g/5micrograms tablet
1141180944	clomifene
1141180976	dexamfetamine
1141180988	dienestrol
1141180998	dimeticone+calamine+zinc oxide 20/1.5/7.5% cream
1141181004	colistimethate sodium 500,000units injection (pdr for recon)
1141181008	colistimethate na 1million units inj (pdr for recon)
1141181020	ciclosporin product
1141181038	mercaptamine
1141181050	dantron
1141181056	dimeticone 1000+cetrimide 10%/0.3% cream
1141181058	cetyl dimeticone 5% bath oil
1141181060	dimeticone
1141181062	hydrocortisone+dimeticone '350'
1141181066	pipenzolate+dimeticone
1141181098	etacrynic acid product
1141181112	feverfen 100mg/5ml s/f oral suspension
1141181124	etynodiol diacetate
1141181150	cilostazol
1141181154	pletal 100mg tablet
1141181160	filnarine sr 10mg m/r tablet
1141181162	filnarine sr 30mg m/r tablet
1141181164	filnarine sr 60mg m/r tablet
1141181166	filnarine sr 100mg m/r tablet
1141181170	cascor 2mg tablet
1141181186	co-zidocapt 25mg/12.5mg tablet
1141181204	ethinylestradiol+norgestimate 35mcg/250mcg tablet
1141181218	ethinylestradiol product
1141181220	ethinylestradiol
1141181240	ethinylestradiol+levonorgestrel 30mcg/150mcg tablet
1141181286	ethinylestradiol+desogestrel 20mcg/150mcg tablet
1141181298	ethinylestradiol+norethisterone acetate 20mcg/1mg tablet
1141181306	ethinylestradiol+gestodene 20micrograms/75micrograms tablet
1141181398	liposic eye gel
1141181502	peginterferon alfa-2a
1141181506	pegasys 180micrograms/0.5ml injection prefilled syringe
1141181508	tranquilyn 5mg tablet
1141181520	komil 5/40 tablet
1141181554	clioquinol+flumetasone pivalate 1%/0.02% ear drops
1141181562	benadryl one a day 10mg tablet
1141181594	estriol product
1141181610	hydrocortisone+pramocaine
1141181616	phenobarbital product
1141181630	pegasys 135micrograms/0.5ml injection prefilled syringe
1141181656	indometacin product
1141181700	estradiol product
1141181708	secobarbital
1141181752	mandafen 400mg tablet
1141181818	estradiol+norethisterone acetate 1mg/0.5mg tablet
1141181868	omacor 1g capsule
1141181872	defanac 25mg e/c tablet
1141181882	betaferon 300micrograms injection (pdr for recon)+diluent
1141181944	vivicrom 2% eye drops
1141181956	caspofungin
1141181960	caspofungin msd 50mg infusion concentrate (pdr for recon)
1141182010	berlind 75 retard 75mg m/r capsule
1141182068	sodium cromoglicate+isoprenaline sulphate
1141182070	sodium cromoglicate+salbutamol
1141182086	sodium feredetate
1141182094	feredetate na 27.5mg/5ml elixir
1141182110	sulfadiazine
1141182122	sulfadimidine
1141182124	sulfadimidine 500mg/5ml paediatric suspension
1141182178	sulfacetamide
1141182298	alfad 250nanograms capsule
1141182380	tiabendazole
1141182386	tioguanine
1141182500	caspofungin msd 70mg infusion concentrate (pdr for recon)
1141182528	allerief 2mg/5ml s/f oral solution
1141182532	paldesic 120mg/5ml oral suspension
1141182534	paldesic 250mg/5ml oral suspension
1141182558	urofollitropin
1141182592	epival cr 300mg m/r tablet
1141182596	voriconazole
1141182598	voriconazole 50mg tablet
1141182600	vfend 50mg tablet
1141182602	voriconazole 200mg tablet
1141182604	vfend 200mg tablet
1141182606	voriconazole 200mg i-v infusion (pdr for recon)
1141182608	vfend 200mg i-v infusion (pdr for recon)
1141182610	fluocinolone acetonide+clioquinol 0.025%/3% cream
1141182628	tiotropium
1141182632	spiriva 18micrograms inhalation capsule
1141182636	sustiva 30mg/ml oral solution
1141182642	orbifen 100mg/5ml s/f oral suspension
1141182650	day and night nurse capsule
1141182664	fluocinolone acetonide+clioquinol 0.025%/3% ointment
1141182666	fluocinolone acetonide+neomycin sulphate 0.025%/0.5% cream
1141182668	fluocinolone acetonide+neomycin sulphate 0.025%/0.5% oint
1141182674	fenactol 25mg e/c tablet
1141182704	streflam 8.75mg lozenge
1141182708	ipocol 400mg e/c tablet
1141182732	memantine hydrochloride
1141182754	piroxicam-betadex
1141182792	ebixa 10mg tablet
1141182794	desogestrel product
1141182800	cerazette 75micrograms tablet
1141182814	phorpain gel maximum strength 10% gel
1141182868	fenpaed 100mg/5ml s/f oral suspension
1141182904	soloc 5mg tablet
1141182910	fenogal 200mg capsule
1141182918	trintek 5 5mg/24hours transdermal patch
1141182968	tensomex 100mg tablet
1141183174	salapin 2mg/5ml sugar free syrup
1141183258	bacticlor mr 375mg m/r tablet
1141183332	panadol actifast 500mg tablet
1141183438	menoring 50micrograms/24hours vaginal ring
1141183482	dominion pharma hayfever eye drops
1141183866	virgan 0.15% eye gel
1141183944	tiloket cr 100mg m/r capsule
1141183960	tiloket 2.5% gel
1141184156	lornoxicam
1141184162	xefo 4mg tablet
1141184174	clarithrom tab+lansopraz cap+metronidaz tab 500/30/400mg pck
1141184176	helimet triple pack
1141184186	calpol fast melts 250mg oro-dispersible tablet
1141184226	lemsip pharmacy non-decongestant formula sachet powder
1141184290	vioxxacute 25mg tablet
1141184292	vioxxacute 50mg tablet
1141184300	abtrim 1% cream
1141184304	abtrim 500mg pessary
1141184324	bipranix 5mg tablet
1141184376	ranitil 150mg tablet
1141184388	periostat 20mg tablet
1141184390	zolvera 40mg/5ml oral solution
1141184402	decubal clinic cream
1141184546	ibuprofen+pseudoephedrine hydrochloride
1141184608	vivabec 50micrograms nasal spray
1141184648	human luteinising hormone product
1141184652	lutropin alfa
1141184654	recombinant human luteinising hormone alfa
1141184672	e45 itch relief cream
1141184712	luveris 75iu injection (pdr for recon)+solvent
1141184722	latanoprost+timolol
1141184726	xalacom 0.005%/0.5% eye drops
1141184742	solian 100mg/ml s/f oral solution
1141184748	levocetirizine
1141184752	xyzal 5mg tablet
1141185030	contac non drowsy 12 hour relief 120mg m/r capsule
1141185040	ziz forte 25mg tablet
1141185058	mandanol infant paracetamol 120mg/5ml oral suspension
1141185060	mandanol 6+ paracetamol 250mg/5ml oral suspension
1141185070	digamex 62.5micrograms tablet
1141185076	diphenhydramine hydrochloride 6.25mg/5ml syrup
1141185078	mandalyn paediatric 6.25mg/5ml syrup
1141185090	mandalyn expectorant syrup
1141185108	aveeno lotion
1141185124	ranflutin 20mg capsule
1141185130	sulpor 200mg/5ml oral solution
1141185172	vivadone 10mg tablet
1141185188	miacalcic 200iu nasal spray
1141185230	crixivan 100mg capsule
1141185236	synastone 10mg/1ml injection
1141185244	synastone 20mg/2ml injection
1141185246	synastone 35mg/3.5ml injection
1141185248	synastone 50mg/5ml injection
1141185284	imatinib
1141185316	travoprost
1141185326	travatan 40micrograms/ml eye drops
1141185430	telithromycin
1141185434	ketek 400mg tablet
1141185436	eletriptan
